Transect,Point,92P1,92P2,92P3,92P4,92P5,92P6,92P7,92P8,92P9,92P10,92P11,92P12,92P13,92P14,92P15,92P16,92P17,92P18,92P19,92P20,92P21,92P22,92P23,92P24
A,137 ,3 ,0 ,4 ,0 ,1 ,0 ,3 ,2 ,2 ,0 ,0 ,24 ,2 ,0 ,0 ,3 ,0 ,0 ,46 ,28 ,2 ,2 ,41 ,2 
A,138 ,0 ,0 ,3 ,0 ,2 ,21 ,3 ,0 ,1 ,0 ,5 ,24 ,2 ,0 ,0 ,3 ,0 ,1 ,46 ,28 ,0 ,0 ,52 ,2 
A,139 ,0 ,0 ,3 ,2 ,3 ,21 ,3 ,0 ,1 ,0 ,1 ,24 ,2 ,0 ,0 ,21 ,0 ,1 ,46 ,28 ,3 ,2 ,52 ,2 
A,140 ,0 ,2 ,3 ,0 ,3 ,21 ,3 ,7 ,0 ,0 ,1 ,1 ,2 ,0 ,0 ,21 ,0 ,1 ,46 ,14 ,3 ,2 ,52 ,2 
A,141 ,0 ,5 ,4 ,0 ,3 ,21 ,3 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,46 ,0 ,2 ,2 ,52 ,2 
A,142 ,2 ,0 ,4 ,0 ,3 ,0 ,3 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,46 ,0 ,1 ,1 ,46 ,0 ,2 ,2 ,52 ,2 
A,143 ,0 ,2 ,4 ,0 ,3 ,0 ,3 ,0 ,0 ,3 ,1 ,0 ,3 ,2 ,46 ,0 ,0 ,1 ,46 ,0 ,2 ,2 ,52 ,5 
A,144 ,0 ,0 ,4 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,46 ,0 ,0 ,1 ,46 ,0 ,2 ,0 ,52 ,5 
A,145 ,0 ,5 ,4 ,2 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,1 ,3 ,0 ,46 ,0 ,0 ,1 ,46 ,7 ,2 ,2 ,52 ,5 
A,146 ,3 ,5 ,0 ,0 ,0 ,2 ,3 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,46 ,0 ,3 ,1 ,8 ,46 ,2 ,2 ,52 ,5 
A,147 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,46 ,0 ,3 ,1 ,46 ,37 ,0 ,2 ,52 ,3 
A,148 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,2 ,1 ,2 ,0 ,46 ,0 ,3 ,0 ,46 ,37 ,2 ,0 ,52 ,3 
A,149 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,1 ,1 ,2 ,0 ,2 ,3 ,46 ,0 ,3 ,2 ,46 ,1 ,0 ,2 ,52 ,3 
A,150 ,0 ,2 ,3 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,2 ,0 ,2 ,3 ,46 ,0 ,3 ,1 ,46 ,1 ,2 ,2 ,52 ,3 
A,151 ,0 ,2 ,3 ,0 ,0 ,3 ,3 ,0 ,2 ,0 ,1 ,24 ,2 ,3 ,0 ,0 ,14 ,1 ,0 ,1 ,2 ,2 ,3 ,3 
A,152 ,0 ,0 ,3 ,3 ,0 ,3 ,3 ,0 ,0 ,0 ,1 ,24 ,2 ,3 ,0 ,0 ,1 ,1 ,18 ,1 ,0 ,2 ,3 ,3 
A,153 ,0 ,3 ,3 ,3 ,0 ,3 ,2 ,7 ,2 ,1 ,2 ,24 ,2 ,3 ,0 ,0 ,1 ,1 ,18 ,1 ,0 ,2 ,3 ,3 
A,154 ,0 ,3 ,3 ,3 ,1 ,3 ,2 ,7 ,0 ,1 ,2 ,24 ,2 ,3 ,0 ,0 ,2 ,0 ,18 ,1 ,0 ,2 ,2 ,2 
A,155 ,0 ,3 ,0 ,3 ,1 ,3 ,2 ,7 ,2 ,0 ,2 ,24 ,2 ,3 ,0 ,0 ,3 ,0 ,18 ,0 ,3 ,3 ,2 ,2 
A,156 ,0 ,3 ,0 ,0 ,1 ,3 ,2 ,0 ,2 ,0 ,2 ,24 ,2 ,3 ,0 ,0 ,3 ,0 ,3 ,2 ,3 ,2 ,2 ,2 
A,157 ,0 ,3 ,0 ,0 ,0 ,5 ,2 ,0 ,2 ,0 ,2 ,24 ,2 ,2 ,3 ,0 ,3 ,1 ,3 ,2 ,3 ,2 ,2 ,5 
A,158 ,0 ,3 ,0 ,0 ,0 ,3 ,5 ,0 ,2 ,1 ,5 ,24 ,2 ,2 ,3 ,0 ,46 ,1 ,3 ,0 ,3 ,2 ,2 ,5 
A,159 ,3 ,3 ,0 ,0 ,1 ,8 ,5 ,0 ,1 ,1 ,5 ,0 ,2 ,2 ,3 ,0 ,46 ,0 ,3 ,46 ,3 ,0 ,2 ,5 
A,160 ,3 ,0 ,27 ,3 ,1 ,8 ,5 ,5 ,1 ,1 ,5 ,0 ,2 ,0 ,3 ,0 ,46 ,8 ,0 ,46 ,3 ,0 ,2 ,5 
A,161 ,3 ,8 ,0 ,3 ,0 ,8 ,5 ,5 ,0 ,3 ,5 ,24 ,2 ,1 ,3 ,2 ,46 ,8 ,1 ,46 ,0 ,2 ,0 ,5 
A,162 ,3 ,8 ,0 ,3 ,1 ,8 ,5 ,43 ,0 ,3 ,5 ,24 ,2 ,1 ,0 ,2 ,46 ,8 ,1 ,46 ,0 ,2 ,2 ,5 
A,163 ,3 ,8 ,0 ,3 ,1 ,8 ,5 ,43 ,0 ,3 ,5 ,24 ,2 ,0 ,0 ,2 ,46 ,8 ,1 ,46 ,0 ,5 ,2 ,5 
A,164 ,3 ,8 ,0 ,3 ,1 ,8 ,5 ,43 ,0 ,3 ,5 ,24 ,2 ,0 ,0 ,8 ,46 ,1 ,0 ,46 ,0 ,2 ,2 ,5 
A,165 ,3 ,8 ,3 ,3 ,21 ,8 ,5 ,43 ,0 ,0 ,5 ,24 ,2 ,0 ,0 ,8 ,46 ,0 ,1 ,46 ,2 ,0 ,2 ,5 
A,166 ,3 ,3 ,3 ,3 ,1 ,3 ,5 ,43 ,2 ,0 ,5 ,24 ,2 ,2 ,3 ,8 ,46 ,0 ,0 ,46 ,46 ,2 ,0 ,5 
A,167 ,3 ,3 ,3 ,0 ,1 ,3 ,5 ,43 ,2 ,1 ,5 ,24 ,2 ,0 ,3 ,3 ,46 ,0 ,2 ,0 ,46 ,2 ,2 ,5 
A,168 ,0 ,0 ,3 ,0 ,0 ,3 ,5 ,43 ,0 ,0 ,5 ,0 ,2 ,0 ,3 ,3 ,46 ,1 ,0 ,0 ,46 ,2 ,2 ,5 
A,169 ,0 ,0 ,2 ,4 ,0 ,3 ,5 ,43 ,2 ,0 ,5 ,2 ,0 ,2 ,2 ,3 ,46 ,1 ,0 ,0 ,46 ,2 ,2 ,5 
A,170 ,0 ,0 ,0 ,0 ,1 ,3 ,5 ,43 ,2 ,1 ,5 ,1 ,2 ,0 ,2 ,3 ,0 ,17 ,0 ,2 ,46 ,2 ,0 ,5 
A,171 ,0 ,0 ,0 ,4 ,0 ,3 ,5 ,3 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,3 ,0 ,17 ,2 ,2 ,46 ,0 ,0 ,5 
A,172 ,0 ,0 ,3 ,4 ,1 ,3 ,5 ,3 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,3 ,0 ,17 ,0 ,2 ,46 ,2 ,0 ,5 
A,173 ,21 ,0 ,3 ,4 ,0 ,0 ,5 ,3 ,28 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,17 ,2 ,2 ,46 ,2 ,2 ,8 
A,174 ,0 ,3 ,0 ,4 ,14 ,0 ,5 ,3 ,28 ,0 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,17 ,0 ,3 ,46 ,2 ,2 ,8 
A,175 ,0 ,0 ,0 ,4 ,0 ,0 ,5 ,0 ,28 ,0 ,0 ,1 ,0 ,3 ,0 ,3 ,0 ,17 ,0 ,3 ,2 ,2 ,2 ,8 
A,176 ,0 ,0 ,0 ,4 ,14 ,0 ,5 ,0 ,0 ,3 ,0 ,1 ,0 ,3 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,7 ,2 ,8 
A,177 ,0 ,3 ,3 ,0 ,2 ,1 ,5 ,0 ,3 ,3 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,8 ,10 ,2 ,0 ,2 ,2 ,8 
A,178 ,0 ,3 ,3 ,0 ,1 ,1 ,5 ,2 ,0 ,3 ,1 ,2 ,2 ,0 ,2 ,2 ,0 ,46 ,0 ,2 ,0 ,2 ,8 ,0 
A,179 ,21 ,3 ,3 ,0 ,1 ,0 ,2 ,5 ,0 ,3 ,0 ,2 ,2 ,0 ,3 ,2 ,0 ,46 ,3 ,2 ,0 ,2 ,8 ,0 
A,180 ,21 ,3 ,3 ,2 ,0 ,0 ,2 ,5 ,2 ,3 ,0 ,2 ,2 ,3 ,3 ,2 ,0 ,46 ,3 ,2 ,2 ,2 ,8 ,3 
A,181 ,0 ,3 ,0 ,0 ,14 ,0 ,2 ,0 ,0 ,3 ,1 ,2 ,2 ,3 ,0 ,0 ,3 ,46 ,3 ,9 ,2 ,53 ,52 ,3 
A,182 ,2 ,3 ,0 ,3 ,14 ,2 ,2 ,0 ,0 ,3 ,1 ,2 ,2 ,3 ,0 ,2 ,3 ,46 ,2 ,9 ,2 ,53 ,52 ,3 
A,183 ,0 ,3 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,2 ,3 ,0 ,9 ,3 ,46 ,0 ,9 ,2 ,53 ,52 ,3 
A,184 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,5 ,2 ,3 ,0 ,2 ,3 ,46 ,0 ,9 ,0 ,53 ,52 ,3 
A,185 ,3 ,0 ,3 ,0 ,0 ,1 ,0 ,18 ,0 ,1 ,0 ,1 ,0 ,5 ,0 ,2 ,3 ,46 ,0 ,9 ,0 ,53 ,52 ,3 
A,186 ,3 ,0 ,0 ,3 ,2 ,1 ,2 ,18 ,0 ,0 ,0 ,5 ,2 ,5 ,2 ,2 ,3 ,46 ,0 ,9 ,0 ,53 ,8 ,3 
A,187 ,3 ,3 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,2 ,5 ,2 ,2 ,3 ,46 ,0 ,9 ,0 ,53 ,8 ,3 
A,188 ,3 ,3 ,0 ,0 ,14 ,1 ,0 ,12 ,0 ,0 ,2 ,2 ,2 ,5 ,0 ,0 ,3 ,46 ,2 ,9 ,0 ,0 ,8 ,3 
A,189 ,3 ,3 ,11 ,0 ,0 ,1 ,3 ,12 ,19 ,1 ,0 ,2 ,2 ,0 ,0 ,1 ,0 ,46 ,0 ,9 ,2 ,0 ,8 ,3 
A,190 ,0 ,3 ,0 ,0 ,0 ,1 ,3 ,3 ,3 ,1 ,0 ,2 ,2 ,0 ,0 ,46 ,24 ,2 ,0 ,9 ,2 ,0 ,8 ,3 
A,191 ,21 ,0 ,0 ,0 ,0 ,1 ,3 ,3 ,3 ,0 ,2 ,9 ,0 ,0 ,0 ,46 ,24 ,7 ,0 ,3 ,0 ,0 ,0 ,3 
A,192 ,0 ,0 ,0 ,0 ,2 ,14 ,3 ,3 ,3 ,0 ,1 ,9 ,0 ,0 ,0 ,46 ,24 ,0 ,0 ,0 ,0 ,0 ,0 ,3 
A,193 ,0 ,3 ,3 ,0 ,9 ,1 ,3 ,3 ,3 ,3 ,9 ,9 ,2 ,0 ,0 ,46 ,24 ,1 ,1 ,0 ,0 ,0 ,2 ,0 
A,194 ,2 ,3 ,2 ,0 ,9 ,1 ,3 ,12 ,2 ,3 ,9 ,9 ,9 ,0 ,0 ,46 ,24 ,1 ,2 ,0 ,21 ,2 ,2 ,0 
A,195 ,2 ,5 ,0 ,0 ,9 ,1 ,0 ,5 ,0 ,3 ,9 ,2 ,9 ,28 ,2 ,46 ,24 ,1 ,2 ,0 ,21 ,2 ,2 ,1 
A,196 ,2 ,0 ,0 ,2 ,0 ,1 ,3 ,5 ,0 ,3 ,9 ,1 ,2 ,28 ,2 ,1 ,24 ,46 ,2 ,0 ,21 ,2 ,52 ,0 
A,197 ,0 ,5 ,0 ,0 ,2 ,1 ,3 ,0 ,0 ,3 ,9 ,1 ,2 ,0 ,3 ,3 ,24 ,46 ,2 ,0 ,21 ,2 ,52 ,1 
A,198 ,2 ,0 ,0 ,0 ,14 ,1 ,3 ,0 ,0 ,3 ,5 ,1 ,2 ,0 ,3 ,3 ,0 ,46 ,2 ,0 ,21 ,2 ,52 ,1 
A,199 ,0 ,0 ,9 ,0 ,2 ,0 ,7 ,5 ,0 ,3 ,5 ,24 ,2 ,0 ,3 ,0 ,0 ,46 ,0 ,0 ,21 ,2 ,8 ,1 
A,200 ,0 ,2 ,9 ,2 ,0 ,0 ,2 ,5 ,0 ,3 ,5 ,24 ,2 ,2 ,2 ,0 ,0 ,46 ,0 ,2 ,3 ,2 ,8 ,0 
A,201 ,2 ,0 ,9 ,2 ,2 ,2 ,0 ,3 ,0 ,3 ,5 ,0 ,2 ,0 ,0 ,3 ,0 ,46 ,0 ,2 ,3 ,2 ,52 ,0 
A,202 ,2 ,0 ,9 ,2 ,2 ,0 ,0 ,3 ,0 ,3 ,5 ,0 ,2 ,3 ,2 ,3 ,24 ,46 ,0 ,3 ,3 ,0 ,52 ,0 
A,203 ,21 ,0 ,0 ,2 ,0 ,2 ,2 ,3 ,0 ,3 ,5 ,0 ,2 ,3 ,2 ,3 ,24 ,46 ,0 ,3 ,3 ,0 ,2 ,3 
A,204 ,2 ,0 ,3 ,2 ,2 ,0 ,2 ,3 ,0 ,3 ,1 ,24 ,2 ,0 ,3 ,0 ,24 ,46 ,0 ,3 ,3 ,0 ,2 ,3 
A,205 ,0 ,5 ,3 ,2 ,2 ,0 ,0 ,3 ,0 ,3 ,5 ,24 ,2 ,0 ,3 ,0 ,0 ,46 ,1 ,1 ,9 ,2 ,2 ,3 
A,206 ,2 ,5 ,0 ,2 ,2 ,0 ,0 ,0 ,2 ,3 ,5 ,24 ,2 ,0 ,3 ,2 ,0 ,46 ,1 ,1 ,9 ,0 ,2 ,0 
A,207 ,0 ,2 ,0 ,0 ,1 ,0 ,5 ,2 ,2 ,3 ,5 ,24 ,0 ,0 ,3 ,0 ,0 ,46 ,1 ,3 ,9 ,0 ,2 ,0 
A,208 ,2 ,0 ,3 ,2 ,1 ,2 ,5 ,2 ,2 ,1 ,0 ,3 ,0 ,2 ,9 ,0 ,0 ,46 ,1 ,3 ,9 ,0 ,2 ,0 
A,209 ,2 ,0 ,0 ,2 ,1 ,0 ,5 ,2 ,2 ,1 ,0 ,3 ,0 ,0 ,46 ,0 ,2 ,46 ,1 ,3 ,9 ,0 ,0 ,0 
A,210 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,2 ,1 ,0 ,3 ,2 ,0 ,46 ,0 ,0 ,1 ,24 ,3 ,2 ,0 ,6 ,2 
A,211 ,0 ,0 ,0 ,5 ,0 ,2 ,2 ,0 ,28 ,1 ,7 ,3 ,2 ,7 ,46 ,0 ,0 ,0 ,24 ,1 ,2 ,2 ,0 ,2 
A,212 ,2 ,0 ,2 ,2 ,2 ,1 ,2 ,0 ,28 ,1 ,7 ,3 ,2 ,0 ,46 ,0 ,0 ,0 ,24 ,1 ,2 ,24 ,0 ,0 
A,213 ,0 ,0 ,0 ,0 ,1 ,3 ,2 ,2 ,28 ,1 ,5 ,3 ,0 ,0 ,46 ,0 ,2 ,0 ,24 ,3 ,46 ,24 ,0 ,0 
A,214 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,1 ,5 ,3 ,0 ,0 ,46 ,0 ,2 ,1 ,24 ,3 ,46 ,24 ,2 ,0 
A,215 ,0 ,0 ,0 ,0 ,2 ,3 ,2 ,0 ,1 ,7 ,9 ,3 ,2 ,3 ,46 ,0 ,2 ,3 ,24 ,3 ,46 ,0 ,2 ,0 
A,216 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,9 ,3 ,0 ,3 ,46 ,0 ,2 ,3 ,0 ,2 ,46 ,0 ,52 ,0 
A,217 ,2 ,0 ,0 ,0 ,0 ,3 ,2 ,3 ,0 ,0 ,9 ,3 ,0 ,3 ,46 ,0 ,0 ,3 ,0 ,2 ,46 ,0 ,52 ,1 
A,218 ,2 ,0 ,3 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,9 ,3 ,0 ,0 ,46 ,0 ,0 ,3 ,3 ,1 ,46 ,0 ,52 ,2 
A,219 ,2 ,3 ,3 ,0 ,2 ,3 ,0 ,3 ,2 ,0 ,9 ,3 ,2 ,2 ,0 ,0 ,0 ,3 ,3 ,1 ,46 ,0 ,52 ,0 
A,220 ,2 ,3 ,3 ,2 ,0 ,0 ,0 ,3 ,3 ,0 ,9 ,3 ,0 ,0 ,3 ,0 ,9 ,1 ,3 ,0 ,46 ,24 ,52 ,2 
A,221 ,1 ,3 ,3 ,2 ,2 ,1 ,0 ,3 ,1 ,0 ,9 ,3 ,0 ,0 ,3 ,2 ,9 ,0 ,3 ,1 ,46 ,24 ,8 ,0 
A,222 ,2 ,3 ,3 ,2 ,0 ,0 ,0 ,3 ,28 ,0 ,1 ,0 ,0 ,3 ,3 ,0 ,9 ,0 ,3 ,1 ,46 ,0 ,8 ,1 
A,223 ,0 ,0 ,3 ,2 ,0 ,0 ,2 ,0 ,12 ,0 ,9 ,2 ,2 ,3 ,3 ,0 ,9 ,2 ,0 ,1 ,46 ,2 ,8 ,1 
A,224 ,2 ,0 ,3 ,2 ,41 ,0 ,0 ,0 ,28 ,0 ,9 ,1 ,0 ,3 ,3 ,14 ,9 ,1 ,0 ,1 ,46 ,2 ,52 ,1 
A,225 ,0 ,0 ,3 ,2 ,41 ,0 ,0 ,0 ,28 ,0 ,9 ,0 ,2 ,3 ,3 ,0 ,9 ,1 ,46 ,1 ,0 ,2 ,52 ,3 
A,226 ,0 ,0 ,3 ,2 ,1 ,0 ,2 ,2 ,28 ,0 ,9 ,0 ,0 ,3 ,3 ,0 ,9 ,2 ,46 ,1 ,0 ,19 ,52 ,3 
A,227 ,2 ,0 ,3 ,3 ,1 ,3 ,2 ,2 ,12 ,24 ,9 ,2 ,0 ,2 ,0 ,0 ,9 ,2 ,46 ,1 ,0 ,19 ,52 ,3 
A,228 ,2 ,0 ,3 ,3 ,0 ,3 ,0 ,2 ,0 ,24 ,9 ,0 ,0 ,2 ,0 ,0 ,9 ,1 ,46 ,1 ,0 ,19 ,8 ,3 
A,229 ,2 ,0 ,3 ,3 ,0 ,3 ,0 ,2 ,0 ,24 ,9 ,1 ,2 ,2 ,0 ,0 ,9 ,1 ,46 ,0 ,0 ,19 ,8 ,5 
A,230 ,0 ,0 ,3 ,2 ,0 ,3 ,0 ,2 ,1 ,24 ,9 ,18 ,2 ,0 ,0 ,1 ,9 ,1 ,46 ,0 ,0 ,19 ,0 ,5 
A,231 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,9 ,18 ,0 ,3 ,0 ,1 ,9 ,1 ,24 ,0 ,0 ,19 ,0 ,7 
A,232 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,9 ,18 ,3 ,3 ,0 ,2 ,9 ,1 ,24 ,0 ,0 ,1 ,0 ,0 
A,233 ,0 ,9 ,0 ,3 ,0 ,3 ,0 ,9 ,0 ,1 ,9 ,18 ,0 ,3 ,2 ,2 ,0 ,1 ,24 ,1 ,0 ,0 ,0 ,
A,234 ,0 ,9 ,0 ,0 ,0 ,3 ,0 ,9 ,1 ,0 ,9 ,18 ,0 ,0 ,2 ,8 ,0 ,14 ,46 ,1 ,0 ,0 ,0 ,3 
A,235 ,21 ,5 ,2 ,0 ,0 ,0 ,3 ,9 ,0 ,0 ,1 ,18 ,0 ,3 ,9 ,8 ,0 ,3 ,46 ,1 ,1 ,0 ,8 ,3 
A,236 ,0 ,9 ,0 ,0 ,0 ,0 ,3 ,9 ,0 ,0 ,1 ,0 ,0 ,3 ,9 ,0 ,0 ,3 ,46 ,3 ,1 ,2 ,2 ,3 
A,237 ,2 ,5 ,0 ,3 ,0 ,1 ,3 ,9 ,0 ,0 ,0 ,18 ,0 ,2 ,9 ,3 ,0 ,0 ,46 ,3 ,1 ,2 ,52 ,3 
A,238 ,14 ,3 ,0 ,2 ,0 ,1 ,3 ,9 ,0 ,1 ,0 ,18 ,3 ,2 ,9 ,3 ,0 ,0 ,46 ,3 ,1 ,0 ,52 ,3 
A,239 ,2 ,3 ,3 ,2 ,0 ,1 ,0 ,9 ,0 ,0 ,0 ,18 ,2 ,2 ,9 ,0 ,0 ,0 ,46 ,3 ,1 ,0 ,52 ,3 
A,240 ,0 ,3 ,3 ,2 ,0 ,1 ,0 ,9 ,0 ,0 ,0 ,18 ,2 ,0 ,9 ,2 ,0 ,1 ,0 ,3 ,1 ,2 ,8 ,2 
A,241 ,0 ,3 ,3 ,2 ,0 ,1 ,0 ,9 ,3 ,0 ,0 ,18 ,2 ,0 ,9 ,14 ,0 ,1 ,0 ,3 ,1 ,2 ,0 ,0 
A,242 ,2 ,2 ,3 ,0 ,0 ,1 ,0 ,9 ,0 ,0 ,0 ,18 ,2 ,0 ,9 ,14 ,0 ,1 ,0 ,3 ,1 ,2 ,0 ,0 
A,243 ,2 ,2 ,3 ,0 ,0 ,1 ,3 ,4 ,0 ,1 ,0 ,18 ,2 ,0 ,3 ,14 ,0 ,1 ,2 ,1 ,24 ,2 ,2 ,0 
A,244 ,26 ,2 ,5 ,0 ,0 ,1 ,3 ,4 ,3 ,0 ,0 ,3 ,2 ,0 ,2 ,0 ,0 ,0 ,2 ,1 ,24 ,2 ,0 ,14 
A,245 ,26 ,0 ,0 ,0 ,0 ,0 ,3 ,4 ,3 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,2 ,2 ,1 ,24 ,0 ,2 ,2 
A,246 ,21 ,0 ,0 ,0 ,0 ,0 ,3 ,2 ,3 ,1 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,1 ,24 ,46 ,4 ,0 
A,247 ,21 ,0 ,2 ,0 ,0 ,0 ,3 ,2 ,3 ,1 ,0 ,3 ,0 ,3 ,0 ,7 ,21 ,2 ,1 ,1 ,24 ,46 ,4 ,0 
A,248 ,26 ,0 ,3 ,0 ,0 ,0 ,0 ,2 ,3 ,1 ,0 ,3 ,0 ,3 ,0 ,0 ,21 ,0 ,1 ,1 ,24 ,46 ,0 ,1 
A,249 ,0 ,0 ,3 ,2 ,0 ,3 ,0 ,2 ,3 ,1 ,0 ,3 ,0 ,3 ,0 ,0 ,21 ,0 ,1 ,1 ,24 ,46 ,2 ,0 
A,250 ,0 ,2 ,3 ,2 ,0 ,3 ,2 ,2 ,12 ,1 ,0 ,4 ,0 ,3 ,0 ,2 ,21 ,0 ,1 ,1 ,0 ,46 ,0 ,1 
B,1 ,2 ,0 ,3 ,1 ,1 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,0 ,0 ,8 ,3 ,0 ,1 
B,2 ,0 ,0 ,3 ,1 ,1 ,3 ,2 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,14 ,0 ,0 ,8 ,3 ,0 ,0 
B,3 ,0 ,0 ,3 ,1 ,3 ,3 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,0 ,3 ,8 ,0 ,2 ,7 
B,4 ,0 ,0 ,0 ,0 ,3 ,3 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,21 ,0 ,0 ,3 ,8 ,0 ,0 ,7 
B,5 ,0 ,0 ,0 ,0 ,3 ,3 ,2 ,0 ,3 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,21 ,0 ,0 ,1 ,8 ,0 ,0 ,2 
B,6 ,0 ,2 ,14 ,2 ,3 ,3 ,2 ,1 ,3 ,2 ,0 ,2 ,0 ,1 ,0 ,0 ,21 ,0 ,0 ,1 ,5 ,0 ,0 ,1 
B,7 ,15 ,2 ,0 ,0 ,1 ,3 ,2 ,1 ,3 ,1 ,0 ,0 ,0 ,3 ,0 ,24 ,21 ,0 ,0 ,0 ,5 ,0 ,0 ,0 
B,8 ,0 ,2 ,0 ,2 ,1 ,3 ,2 ,1 ,3 ,1 ,0 ,32 ,0 ,0 ,0 ,24 ,21 ,14 ,0 ,1 ,3 ,0 ,1 ,18 
B,9 ,0 ,2 ,3 ,1 ,1 ,3 ,2 ,2 ,3 ,1 ,0 ,32 ,0 ,1 ,0 ,24 ,0 ,0 ,1 ,0 ,3 ,3 ,1 ,18 
B,10 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,24 ,32 ,0 ,0 ,0 ,24 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
B,11 ,0 ,0 ,3 ,0 ,0 ,0 ,2 ,1 ,0 ,1 ,24 ,0 ,0 ,0 ,3 ,24 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,18 
B,12 ,3 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,1 ,24 ,0 ,0 ,2 ,3 ,0 ,0 ,14 ,1 ,0 ,1 ,0 ,1 ,18 
B,13 ,3 ,0 ,0 ,2 ,4 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,3 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,1 ,1 
B,14 ,2 ,0 ,4 ,2 ,4 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,0 ,3 ,1 ,1 ,0 ,1 ,3 ,14 ,0 ,1 ,0 
B,15 ,2 ,0 ,4 ,0 ,4 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 
B,16 ,0 ,0 ,4 ,0 ,4 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,5 ,2 ,3 ,1 ,0 ,0 ,0 ,3 ,0 ,28 ,1 ,2 
B,17 ,0 ,14 ,4 ,0 ,4 ,0 ,2 ,0 ,1 ,21 ,2 ,0 ,5 ,14 ,0 ,1 ,1 ,0 ,3 ,3 ,0 ,28 ,0 ,0 
B,18 ,2 ,0 ,3 ,0 ,3 ,0 ,3 ,0 ,1 ,0 ,2 ,0 ,5 ,14 ,0 ,1 ,0 ,0 ,24 ,3 ,0 ,28 ,1 ,49 
B,19 ,2 ,0 ,3 ,0 ,3 ,3 ,3 ,0 ,0 ,1 ,0 ,0 ,5 ,2 ,0 ,1 ,2 ,14 ,24 ,0 ,0 ,28 ,1 ,0 
B,20 ,5 ,14 ,3 ,21 ,3 ,3 ,0 ,0 ,0 ,1 ,2 ,0 ,5 ,2 ,0 ,1 ,0 ,0 ,24 ,0 ,2 ,28 ,1 ,49 
B,21 ,2 ,0 ,0 ,21 ,3 ,3 ,0 ,12 ,1 ,1 ,0 ,3 ,5 ,0 ,3 ,1 ,21 ,0 ,0 ,0 ,2 ,28 ,1 ,0 
B,22 ,2 ,0 ,4 ,1 ,3 ,3 ,3 ,0 ,1 ,1 ,0 ,3 ,5 ,0 ,3 ,24 ,21 ,3 ,1 ,0 ,2 ,28 ,1 ,0 
B,23 ,2 ,0 ,4 ,1 ,0 ,3 ,3 ,0 ,1 ,1 ,2 ,3 ,5 ,2 ,3 ,24 ,21 ,3 ,1 ,2 ,0 ,28 ,1 ,2 
